"Step","biogrid_exp_match_seed314 - train/loss","biogrid_exp_match_seed314 - train/loss__MIN","biogrid_exp_match_seed314 - train/loss__MAX","biogrid_exp_nomatch_seed314 - train/loss","biogrid_exp_nomatch_seed314 - train/loss__MIN","biogrid_exp_nomatch_seed314 - train/loss__MAX","biogrid_exp_match_seed550 - train/loss","biogrid_exp_match_seed550 - train/loss__MIN","biogrid_exp_match_seed550 - train/loss__MAX","biogrid_exp_nomatch_seed550 - train/loss","biogrid_exp_nomatch_seed550 - train/loss__MIN","biogrid_exp_nomatch_seed550 - train/loss__MAX","biogrid_exp_match_seed576 - train/loss","biogrid_exp_match_seed576 - train/loss__MIN","biogrid_exp_match_seed576 - train/loss__MAX","biogrid_exp_nomatch_seed576 - train/loss","biogrid_exp_nomatch_seed576 - train/loss__MIN","biogrid_exp_nomatch_seed576 - train/loss__MAX","biogrid_exp_match_seed842 - train/loss","biogrid_exp_match_seed842 - train/loss__MIN","biogrid_exp_match_seed842 - train/loss__MAX","biogrid_exp_match_seed669 - train/loss","biogrid_exp_match_seed669 - train/loss__MIN","biogrid_exp_match_seed669 - train/loss__MAX","biogrid_exp_nomatch_seed842 - train/loss","biogrid_exp_nomatch_seed842 - train/loss__MIN","biogrid_exp_nomatch_seed842 - train/loss__MAX","biogrid_exp_nomatch_seed669 - train/loss","biogrid_exp_nomatch_seed669 - train/loss__MIN","biogrid_exp_nomatch_seed669 - train/loss__MAX"
"2000","0.623467812538147","0.623467812538147","0.623467812538147","0.4658907225728035","0.4658907225728035","0.4658907225728035","0.6257684987783432","0.6257684987783432","0.6257684987783432","0.4690326875448227","0.4690326875448227","0.4690326875448227","0.6255872029066086","0.6255872029066086","0.6255872029066086","0.46646073043346403","0.46646073043346403","0.46646073043346403","0.6241600775718689","0.6241600775718689","0.6241600775718689","0.6292046570777893","0.6292046570777893","0.6292046570777893","0.46230545729398725","0.46230545729398725","0.46230545729398725","0.4633624050021172","0.4633624050021172","0.4633624050021172"
"2100","0.6244541454315186","0.6244541454315186","0.6244541454315186","0.4608056378364563","0.4608056378364563","0.4608056378364563","0.6293546783924103","0.6293546783924103","0.6293546783924103","0.46655598521232605","0.46655598521232605","0.46655598521232605","0.6203270894289017","0.6203270894289017","0.6203270894289017","0.4656528040766716","0.4656528040766716","0.4656528040766716","0.6239714825153351","0.6239714825153351","0.6239714825153351","0.6242708534002304","0.6242708534002304","0.6242708534002304","0.4703113141655922","0.4703113141655922","0.4703113141655922","0.46426403522491455","0.46426403522491455","0.46426403522491455"
"2200","0.6281949079036713","0.6281949079036713","0.6281949079036713","0.46580045759677885","0.46580045759677885","0.46580045759677885","0.6342718195915222","0.6342718195915222","0.6342718195915222","0.4673432210087776","0.4673432210087776","0.4673432210087776","0.6177958309650421","0.6177958309650421","0.6177958309650421","0.4616686674952507","0.4616686674952507","0.4616686674952507","0.6264963102340698","0.6264963102340698","0.6264963102340698","0.6191434061527252","0.6191434061527252","0.6191434061527252","0.462636262178421","0.462636262178421","0.462636262178421","0.4687428843975067","0.4687428843975067","0.4687428843975067"
"2300","0.6259448873996735","0.6259448873996735","0.6259448873996735","0.47405153602361677","0.47405153602361677","0.47405153602361677","0.6240549844503402","0.6240549844503402","0.6240549844503402","0.4672517254948616","0.4672517254948616","0.4672517254948616","0.6290141826868058","0.6290141826868058","0.6290141826868058","0.468662873506546","0.468662873506546","0.468662873506546","0.6251105540990829","0.6251105540990829","0.6251105540990829","0.6308281224966049","0.6308281224966049","0.6308281224966049","0.469973700940609","0.469973700940609","0.469973700940609","0.4642386728525162","0.4642386728525162","0.4642386728525162"
"2400","0.6247081220149994","0.6247081220149994","0.6247081220149994","0.4601059120893478","0.4601059120893478","0.4601059120893478","0.626649735569954","0.626649735569954","0.626649735569954","0.4670477560162544","0.4670477560162544","0.4670477560162544","0.6202962505817413","0.6202962505817413","0.6202962505817413","0.46258699625730515","0.46258699625730515","0.46258699625730515","0.6162352830171585","0.6162352830171585","0.6162352830171585","0.6236275976896286","0.6236275976896286","0.6236275976896286","0.45942132592201235","0.45942132592201235","0.45942132592201235","0.466517670750618","0.466517670750618","0.466517670750618"
"2500","0.6227683401107789","0.6227683401107789","0.6227683401107789","0.4530493688583374","0.4530493688583374","0.4530493688583374","0.617993386387825","0.617993386387825","0.617993386387825","0.4540484920144081","0.4540484920144081","0.4540484920144081","0.6227562826871872","0.6227562826871872","0.6227562826871872","0.46804973393678667","0.46804973393678667","0.46804973393678667","0.6199195247888565","0.6199195247888565","0.6199195247888565","0.618921195268631","0.618921195268631","0.618921195268631","0.4560935586690903","0.4560935586690903","0.4560935586690903","0.463511863052845","0.463511863052845","0.463511863052845"
"2600","0.6143706494569778","0.6143706494569778","0.6143706494569778","0.45110228925943374","0.45110228925943374","0.45110228925943374","0.6227289015054702","0.6227289015054702","0.6227289015054702","0.4567346450686455","0.4567346450686455","0.4567346450686455","0.6252170783281327","0.6252170783281327","0.6252170783281327","0.4684751743078232","0.4684751743078232","0.4684751743078232","0.6220669120550155","0.6220669120550155","0.6220669120550155","0.6202615529298783","0.6202615529298783","0.6202615529298783","0.46225506067276","0.46225506067276","0.46225506067276","0.4591826993227005","0.4591826993227005","0.4591826993227005"
"2700","0.6244995880126953","0.6244995880126953","0.6244995880126953","0.4657325780391693","0.4657325780391693","0.4657325780391693","0.6271558529138566","0.6271558529138566","0.6271558529138566","0.46076840996742247","0.46076840996742247","0.46076840996742247","0.6192970371246338","0.6192970371246338","0.6192970371246338","0.4612792977690697","0.4612792977690697","0.4612792977690697","0.6225138491392136","0.6225138491392136","0.6225138491392136","0.6175514328479766","0.6175514328479766","0.6175514328479766","0.46387034267187116","0.46387034267187116","0.46387034267187116","0.4609360098838806","0.4609360098838806","0.4609360098838806"
"2800","0.6157064479589462","0.6157064479589462","0.6157064479589462","0.45881435155868533","0.45881435155868533","0.45881435155868533","0.6222561967372894","0.6222561967372894","0.6222561967372894","0.46437655240297315","0.46437655240297315","0.46437655240297315","0.618808178305626","0.618808178305626","0.618808178305626","0.4591346761584282","0.4591346761584282","0.4591346761584282","0.6193274962902069","0.6193274962902069","0.6193274962902069","0.6230884766578675","0.6230884766578675","0.6230884766578675","0.46295795232057574","0.46295795232057574","0.46295795232057574","0.46953919976949693","0.46953919976949693","0.46953919976949693"
"2900","0.6197693091630936","0.6197693091630936","0.6197693091630936","0.4630830320715904","0.4630830320715904","0.4630830320715904","0.6195838356018066","0.6195838356018066","0.6195838356018066","0.46348176449537276","0.46348176449537276","0.46348176449537276","0.6213915431499482","0.6213915431499482","0.6213915431499482","0.4598543789982796","0.4598543789982796","0.4598543789982796","0.6193630981445313","0.6193630981445313","0.6193630981445313","0.6167834377288819","0.6167834377288819","0.6167834377288819","0.4636073067784309","0.4636073067784309","0.4636073067784309","0.46102903127670286","0.46102903127670286","0.46102903127670286"
"3000","0.6146215224266052","0.6146215224266052","0.6146215224266052","0.4626455837488174","0.4626455837488174","0.4626455837488174","0.620279551744461","0.620279551744461","0.620279551744461","0.46209887981414793","0.46209887981414793","0.46209887981414793","0.6162315320968628","0.6162315320968628","0.6162315320968628","0.46372425138950346","0.46372425138950346","0.46372425138950346","0.6189546501636505","0.6189546501636505","0.6189546501636505","0.6199668765068054","0.6199668765068054","0.6199668765068054","0.45901130318641664","0.45901130318641664","0.45901130318641664","0.45401777446269986","0.45401777446269986","0.45401777446269986"
"3100","0.6188863509893417","0.6188863509893417","0.6188863509893417","0.46245139360427856","0.46245139360427856","0.46245139360427856","0.6211122524738312","0.6211122524738312","0.6211122524738312","0.45972494095563887","0.45972494095563887","0.45972494095563887","0.614338830113411","0.614338830113411","0.614338830113411","0.45706943929195404","0.45706943929195404","0.45706943929195404","0.6148555302619934","0.6148555302619934","0.6148555302619934","0.6180622035264969","0.6180622035264969","0.6180622035264969","0.4599019128084183","0.4599019128084183","0.4599019128084183","0.44931491553783415","0.44931491553783415","0.44931491553783415"
"3200","0.6207455682754517","0.6207455682754517","0.6207455682754517","0.4569814911484718","0.4569814911484718","0.4569814911484718","0.6114727455377579","0.6114727455377579","0.6114727455377579","0.46036298722028735","0.46036298722028735","0.46036298722028735","0.6208582681417465","0.6208582681417465","0.6208582681417465","0.45853909373283386","0.45853909373283386","0.45853909373283386","0.6209149229526519","0.6209149229526519","0.6209149229526519","0.6160622328519821","0.6160622328519821","0.6160622328519821","0.46051423758268356","0.46051423758268356","0.46051423758268356","0.46308515340089795","0.46308515340089795","0.46308515340089795"
"3300","0.6146482551097869","0.6146482551097869","0.6146482551097869","0.4490648099780083","0.4490648099780083","0.4490648099780083","0.6131095033884049","0.6131095033884049","0.6131095033884049","0.4565899020433426","0.4565899020433426","0.4565899020433426","0.6155349314212799","0.6155349314212799","0.6155349314212799","0.4641111502051353","0.4641111502051353","0.4641111502051353","0.615346913933754","0.615346913933754","0.615346913933754","0.6133864444494247","0.6133864444494247","0.6133864444494247","0.45446461111307146","0.45446461111307146","0.45446461111307146","0.45706955432891844","0.45706955432891844","0.45706955432891844"
"3400","0.6150201112031937","0.6150201112031937","0.6150201112031937","0.45675996989011763","0.45675996989011763","0.45675996989011763","0.6208030325174332","0.6208030325174332","0.6208030325174332","0.46781476855278015","0.46781476855278015","0.46781476855278015","0.6179697453975678","0.6179697453975678","0.6179697453975678","0.45639997720718384","0.45639997720718384","0.45639997720718384","0.6163388931751251","0.6163388931751251","0.6163388931751251","0.6140863269567489","0.6140863269567489","0.6140863269567489","0.45999757319688794","0.45999757319688794","0.45999757319688794","0.46320750683546064","0.46320750683546064","0.46320750683546064"
"3500","0.6125789123773575","0.6125789123773575","0.6125789123773575","0.45517327040433886","0.45517327040433886","0.45517327040433886","0.619158902168274","0.619158902168274","0.619158902168274","0.4593477833271027","0.4593477833271027","0.4593477833271027","0.6195340609550476","0.6195340609550476","0.6195340609550476","0.4602545633912086","0.4602545633912086","0.4602545633912086","0.6208174681663513","0.6208174681663513","0.6208174681663513","0.6116414058208466","0.6116414058208466","0.6116414058208466","0.46638064324855805","0.46638064324855805","0.46638064324855805","0.46187701195478437","0.46187701195478437","0.46187701195478437"
"3600","0.6153214824199676","0.6153214824199676","0.6153214824199676","0.4592386993765831","0.4592386993765831","0.4592386993765831","0.6113542664051056","0.6113542664051056","0.6113542664051056","0.4533692416548729","0.4533692416548729","0.4533692416548729","0.6068575757741929","0.6068575757741929","0.6068575757741929","0.45159597873687746","0.45159597873687746","0.45159597873687746","0.6155475932359695","0.6155475932359695","0.6155475932359695","0.6188078796863556","0.6188078796863556","0.6188078796863556","0.45621480256319047","0.45621480256319047","0.45621480256319047","0.46224966675043105","0.46224966675043105","0.46224966675043105"
"3700","0.6163728082180023","0.6163728082180023","0.6163728082180023","0.45081277310848233","0.45081277310848233","0.45081277310848233","0.6056326317787171","0.6056326317787171","0.6056326317787171","0.4561912527680397","0.4561912527680397","0.4561912527680397","0.6086202782392501","0.6086202782392501","0.6086202782392501","0.44761288970708846","0.44761288970708846","0.44761288970708846","0.6149743854999542","0.6149743854999542","0.6149743854999542","0.6097149741649628","0.6097149741649628","0.6097149741649628","0.45323785692453383","0.45323785692453383","0.45323785692453383","0.45553615361452104","0.45553615361452104","0.45553615361452104"
"3800","0.6140592592954636","0.6140592592954636","0.6140592592954636","0.4588486886024475","0.4588486886024475","0.4588486886024475","0.6165011250972747","0.6165011250972747","0.6165011250972747","0.45916530340909956","0.45916530340909956","0.45916530340909956","0.6112991786003112","0.6112991786003112","0.6112991786003112","0.4540528517961502","0.4540528517961502","0.4540528517961502","0.6071615469455719","0.6071615469455719","0.6071615469455719","0.6153785133361817","0.6153785133361817","0.6153785133361817","0.4575403052568436","0.4575403052568436","0.4575403052568436","0.46203417122364043","0.46203417122364043","0.46203417122364043"
"3900","0.6095325034856797","0.6095325034856797","0.6095325034856797","0.45533357322216034","0.45533357322216034","0.45533357322216034","0.6074140280485153","0.6074140280485153","0.6074140280485153","0.45816984087228774","0.45816984087228774","0.45816984087228774","0.6061976903676987","0.6061976903676987","0.6061976903676987","0.45285275161266325","0.45285275161266325","0.45285275161266325","0.6208810514211655","0.6208810514211655","0.6208810514211655","0.6154271084070205","0.6154271084070205","0.6154271084070205","0.45829003274440766","0.45829003274440766","0.45829003274440766","0.4533466601371765","0.4533466601371765","0.4533466601371765"
"4000","0.6110075283050537","0.6110075283050537","0.6110075283050537","0.45957057356834413","0.45957057356834413","0.45957057356834413","0.6178549563884735","0.6178549563884735","0.6178549563884735","0.4584466254711151","0.4584466254711151","0.4584466254711151","0.6107610863447189","0.6107610863447189","0.6107610863447189","0.44937593877315524","0.44937593877315524","0.44937593877315524","0.6169969552755356","0.6169969552755356","0.6169969552755356","0.6147330975532532","0.6147330975532532","0.6147330975532532","0.4598691600561142","0.4598691600561142","0.4598691600561142","0.4548110529780388","0.4548110529780388","0.4548110529780388"
"4100","0.6078044110536576","0.6078044110536576","0.6078044110536576","0.44979754626750945","0.44979754626750945","0.44979754626750945","0.6099252212047577","0.6099252212047577","0.6099252212047577","0.4535678765177727","0.4535678765177727","0.4535678765177727","0.6076081389188767","0.6076081389188767","0.6076081389188767","0.4475249820947647","0.4475249820947647","0.4475249820947647","0.6095639216899872","0.6095639216899872","0.6095639216899872","0.6095166164636612","0.6095166164636612","0.6095166164636612","0.4539650031924248","0.4539650031924248","0.4539650031924248","0.4514688888192177","0.4514688888192177","0.4514688888192177"
"4200","0.6110890609025955","0.6110890609025955","0.6110890609025955","0.4571688038110733","0.4571688038110733","0.4571688038110733","0.6081972360610962","0.6081972360610962","0.6081972360610962","0.45043847531080244","0.45043847531080244","0.45043847531080244","0.6130195671319961","0.6130195671319961","0.6130195671319961","0.45220439225435255","0.45220439225435255","0.45220439225435255","0.6135307133197785","0.6135307133197785","0.6135307133197785","0.6132207798957825","0.6132207798957825","0.6132207798957825","0.45130654364824296","0.45130654364824296","0.45130654364824296","0.4516186153888702","0.4516186153888702","0.4516186153888702"
"4300","0.6101289170980454","0.6101289170980454","0.6101289170980454","0.4533050638437271","0.4533050638437271","0.4533050638437271","0.6086870384216309","0.6086870384216309","0.6086870384216309","0.4486254841089249","0.4486254841089249","0.4486254841089249","0.6057197260856628","0.6057197260856628","0.6057197260856628","0.45181448131799695","0.45181448131799695","0.45181448131799695","0.6126118922233581","0.6126118922233581","0.6126118922233581","0.6146197456121445","0.6146197456121445","0.6146197456121445","0.450392484664917","0.450392484664917","0.450392484664917","0.46356091648340225","0.46356091648340225","0.46356091648340225"
"4400","0.6100383633375168","0.6100383633375168","0.6100383633375168","0.45112261444330215","0.45112261444330215","0.45112261444330215","0.6077464926242828","0.6077464926242828","0.6077464926242828","0.45316666066646577","0.45316666066646577","0.45316666066646577","0.6064783424139023","0.6064783424139023","0.6064783424139023","0.45436753749847414","0.45436753749847414","0.45436753749847414","0.6041792267560959","0.6041792267560959","0.6041792267560959","0.6051239812374115","0.6051239812374115","0.6051239812374115","0.45533733993768694","0.45533733993768694","0.45533733993768694","0.44991018950939177","0.44991018950939177","0.44991018950939177"
"4500","0.6093526065349579","0.6093526065349579","0.6093526065349579","0.45149165868759156","0.45149165868759156","0.45149165868759156","0.603229153752327","0.603229153752327","0.603229153752327","0.4527662190794945","0.4527662190794945","0.4527662190794945","0.6093421161174775","0.6093421161174775","0.6093421161174775","0.4515524315834045","0.4515524315834045","0.4515524315834045","0.6068479865789413","0.6068479865789413","0.6068479865789413","0.6103528821468354","0.6103528821468354","0.6103528821468354","0.45410788208246233","0.45410788208246233","0.45410788208246233","0.45164856731891634","0.45164856731891634","0.45164856731891634"
"4600","0.6119311672449111","0.6119311672449111","0.6119311672449111","0.4547797903418541","0.4547797903418541","0.4547797903418541","0.6083610290288926","0.6083610290288926","0.6083610290288926","0.4568591001629829","0.4568591001629829","0.4568591001629829","0.6134003049135208","0.6134003049135208","0.6134003049135208","0.45743464678525925","0.45743464678525925","0.45743464678525925","0.6079323679208756","0.6079323679208756","0.6079323679208756","0.6123960691690445","0.6123960691690445","0.6123960691690445","0.45090656727552414","0.45090656727552414","0.45090656727552414","0.4570553889870644","0.4570553889870644","0.4570553889870644"
