"Step","biogrid_exp_match_seed314 - train/avg_pos","biogrid_exp_match_seed314 - train/avg_pos__MIN","biogrid_exp_match_seed314 - train/avg_pos__MAX","biogrid_exp_nomatch_seed314 - train/avg_pos","biogrid_exp_nomatch_seed314 - train/avg_pos__MIN","biogrid_exp_nomatch_seed314 - train/avg_pos__MAX","biogrid_exp_match_seed550 - train/avg_pos","biogrid_exp_match_seed550 - train/avg_pos__MIN","biogrid_exp_match_seed550 - train/avg_pos__MAX","biogrid_exp_nomatch_seed550 - train/avg_pos","biogrid_exp_nomatch_seed550 - train/avg_pos__MIN","biogrid_exp_nomatch_seed550 - train/avg_pos__MAX","biogrid_exp_match_seed576 - train/avg_pos","biogrid_exp_match_seed576 - train/avg_pos__MIN","biogrid_exp_match_seed576 - train/avg_pos__MAX","biogrid_exp_nomatch_seed576 - train/avg_pos","biogrid_exp_nomatch_seed576 - train/avg_pos__MIN","biogrid_exp_nomatch_seed576 - train/avg_pos__MAX","biogrid_exp_match_seed842 - train/avg_pos","biogrid_exp_match_seed842 - train/avg_pos__MIN","biogrid_exp_match_seed842 - train/avg_pos__MAX","biogrid_exp_match_seed669 - train/avg_pos","biogrid_exp_match_seed669 - train/avg_pos__MIN","biogrid_exp_match_seed669 - train/avg_pos__MAX","biogrid_exp_nomatch_seed842 - train/avg_pos","biogrid_exp_nomatch_seed842 - train/avg_pos__MIN","biogrid_exp_nomatch_seed842 - train/avg_pos__MAX","biogrid_exp_nomatch_seed669 - train/avg_pos","biogrid_exp_nomatch_seed669 - train/avg_pos__MIN","biogrid_exp_nomatch_seed669 - train/avg_pos__MAX"
"1200","0.6048359870910645","0.6048359870910645","0.6048359870910645","0.8462826609611511","0.8462826609611511","0.8462826609611511","0.6104390025138855","0.6104390025138855","0.6104390025138855","0.8417538404464722","0.8417538404464722","0.8417538404464722","0.6071918606758118","0.6071918606758118","0.6071918606758118","0.8425449132919312","0.8425449132919312","0.8425449132919312","0.5973889231681824","0.5973889231681824","0.5973889231681824","0.6105949282646179","0.6105949282646179","0.6105949282646179","0.8512778282165527","0.8512778282165527","0.8512778282165527","0.8475792407989502","0.8475792407989502","0.8475792407989502"
"1300","0.6180171370506287","0.6180171370506287","0.6180171370506287","0.8431513905525208","0.8431513905525208","0.8431513905525208","0.6075550317764282","0.6075550317764282","0.6075550317764282","0.8490747809410095","0.8490747809410095","0.8490747809410095","0.6113941073417664","0.6113941073417664","0.6113941073417664","0.8521338105201721","0.8521338105201721","0.8521338105201721","0.6135414838790894","0.6135414838790894","0.6135414838790894","0.6116757392883301","0.6116757392883301","0.6116757392883301","0.8456181883811951","0.8456181883811951","0.8456181883811951","0.83684903383255","0.83684903383255","0.83684903383255"
"1400","0.6088249683380127","0.6088249683380127","0.6088249683380127","0.8416032195091248","0.8416032195091248","0.8416032195091248","0.61380934715271","0.61380934715271","0.61380934715271","0.8445312976837158","0.8445312976837158","0.8445312976837158","0.6017318964004517","0.6017318964004517","0.6017318964004517","0.8455290794372559","0.8455290794372559","0.8455290794372559","0.6103873252868652","0.6103873252868652","0.6103873252868652","0.6169349551200867","0.6169349551200867","0.6169349551200867","0.8417201042175293","0.8417201042175293","0.8417201042175293","0.8495330214500427","0.8495330214500427","0.8495330214500427"
"1500","0.624086320400238","0.624086320400238","0.624086320400238","0.8467892408370972","0.8467892408370972","0.8467892408370972","0.6238383054733276","0.6238383054733276","0.6238383054733276","0.8496221303939819","0.8496221303939819","0.8496221303939819","0.6121071577072144","0.6121071577072144","0.6121071577072144","0.8507224917411804","0.8507224917411804","0.8507224917411804","0.6128034591674805","0.6128034591674805","0.6128034591674805","0.6172986626625061","0.6172986626625061","0.6172986626625061","0.8477628827095032","0.8477628827095032","0.8477628827095032","0.844115138053894","0.844115138053894","0.844115138053894"
"1600","0.6148426532745361","0.6148426532745361","0.6148426532745361","0.8495813608169556","0.8495813608169556","0.8495813608169556","0.6114411950111389","0.6114411950111389","0.6114411950111389","0.8537740111351013","0.8537740111351013","0.8537740111351013","0.6143441200256348","0.6143441200256348","0.6143441200256348","0.8478361368179321","0.8478361368179321","0.8478361368179321","0.616438090801239","0.616438090801239","0.616438090801239","0.6161260604858398","0.6161260604858398","0.6161260604858398","0.849226176738739","0.849226176738739","0.849226176738739","0.8438960909843445","0.8438960909843445","0.8438960909843445"
"1700","0.6174706816673279","0.6174706816673279","0.6174706816673279","0.8470947742462158","0.8470947742462158","0.8470947742462158","0.6136253476142883","0.6136253476142883","0.6136253476142883","0.8491207957267761","0.8491207957267761","0.8491207957267761","0.6130383014678955","0.6130383014678955","0.6130383014678955","0.8500339388847351","0.8500339388847351","0.8500339388847351","0.6250020861625671","0.6250020861625671","0.6250020861625671","0.6160364151000977","0.6160364151000977","0.6160364151000977","0.8542088866233826","0.8542088866233826","0.8542088866233826","0.8563622236251831","0.8563622236251831","0.8563622236251831"
"1800","0.6161089539527893","0.6161089539527893","0.6161089539527893","0.8519108295440674","0.8519108295440674","0.8519108295440674","0.6189615726470947","0.6189615726470947","0.6189615726470947","0.848915159702301","0.848915159702301","0.848915159702301","0.6337169408798218","0.6337169408798218","0.6337169408798218","0.8582385778427124","0.8582385778427124","0.8582385778427124","0.6083729267120361","0.6083729267120361","0.6083729267120361","0.619300365447998","0.619300365447998","0.619300365447998","0.8454349637031555","0.8454349637031555","0.8454349637031555","0.8522979021072388","0.8522979021072388","0.8522979021072388"
"1900","0.6242280602455139","0.6242280602455139","0.6242280602455139","0.8485038876533508","0.8485038876533508","0.8485038876533508","0.6151494979858398","0.6151494979858398","0.6151494979858398","0.8600031137466431","0.8600031137466431","0.8600031137466431","0.6140230298042297","0.6140230298042297","0.6140230298042297","0.8508570790290833","0.8508570790290833","0.8508570790290833","0.6293771266937256","0.6293771266937256","0.6293771266937256","0.6090677380561829","0.6090677380561829","0.6090677380561829","0.8581622838973999","0.8581622838973999","0.8581622838973999","0.8529911637306213","0.8529911637306213","0.8529911637306213"
"2000","0.6258535981178284","0.6258535981178284","0.6258535981178284","0.8574529886245728","0.8574529886245728","0.8574529886245728","0.6255411505699158","0.6255411505699158","0.6255411505699158","0.8531562685966492","0.8531562685966492","0.8531562685966492","0.6229198575019836","0.6229198575019836","0.6229198575019836","0.8531361222267151","0.8531361222267151","0.8531361222267151","0.6279245615005493","0.6279245615005493","0.6279245615005493","0.6203621625900269","0.6203621625900269","0.6203621625900269","0.8591188192367554","0.8591188192367554","0.8591188192367554","0.8583275675773621","0.8583275675773621","0.8583275675773621"
"2100","0.6310417652130127","0.6310417652130127","0.6310417652130127","0.8592265844345093","0.8592265844345093","0.8592265844345093","0.6148799061775208","0.6148799061775208","0.6148799061775208","0.8553900122642517","0.8553900122642517","0.8553900122642517","0.6305437684059143","0.6305437684059143","0.6305437684059143","0.8556273579597473","0.8556273579597473","0.8556273579597473","0.6262405514717102","0.6262405514717102","0.6262405514717102","0.6222854256629944","0.6222854256629944","0.6222854256629944","0.8478090763092041","0.8478090763092041","0.8478090763092041","0.8569643497467041","0.8569643497467041","0.8569643497467041"
"2200","0.621529221534729","0.621529221534729","0.621529221534729","0.8585551381111145","0.8585551381111145","0.8585551381111145","0.6127439141273499","0.6127439141273499","0.6127439141273499","0.8539463877677917","0.8539463877677917","0.8539463877677917","0.6363124251365662","0.6363124251365662","0.6363124251365662","0.8614299893379211","0.8614299893379211","0.8614299893379211","0.6183536648750305","0.6183536648750305","0.6183536648750305","0.6340881586074829","0.6340881586074829","0.6340881586074829","0.8643106818199158","0.8643106818199158","0.8643106818199158","0.8520597815513611","0.8520597815513611","0.8520597815513611"
"2300","0.6231408715248108","0.6231408715248108","0.6231408715248108","0.8482586145401001","0.8482586145401001","0.8482586145401001","0.6224817037582397","0.6224817037582397","0.6224817037582397","0.8573347330093384","0.8573347330093384","0.8573347330093384","0.6167028546333313","0.6167028546333313","0.6167028546333313","0.855223536491394","0.855223536491394","0.855223536491394","0.628597617149353","0.628597617149353","0.628597617149353","0.6130062937736511","0.6130062937736511","0.6130062937736511","0.8556820154190063","0.8556820154190063","0.8556820154190063","0.8575147986412048","0.8575147986412048","0.8575147986412048"
"2400","0.6235438585281372","0.6235438585281372","0.6235438585281372","0.8632469177246094","0.8632469177246094","0.8632469177246094","0.621931254863739","0.621931254863739","0.621931254863739","0.8535820841789246","0.8535820841789246","0.8535820841789246","0.6312063336372375","0.6312063336372375","0.6312063336372375","0.8553057312965393","0.8553057312965393","0.8553057312965393","0.6334339380264282","0.6334339380264282","0.6334339380264282","0.62209153175354","0.62209153175354","0.62209153175354","0.8583753705024719","0.8583753705024719","0.8583753705024719","0.8532257676124573","0.8532257676124573","0.8532257676124573"
"2500","0.6236402988433838","0.6236402988433838","0.6236402988433838","0.8633882403373718","0.8633882403373718","0.8633882403373718","0.6336824893951416","0.6336824893951416","0.6336824893951416","0.865424394607544","0.865424394607544","0.865424394607544","0.6251334547996521","0.6251334547996521","0.6251334547996521","0.8566180467605591","0.8566180467605591","0.8566180467605591","0.6304274201393127","0.6304274201393127","0.6304274201393127","0.6320856809616089","0.6320856809616089","0.6320856809616089","0.8658971190452576","0.8658971190452576","0.8658971190452576","0.8602224588394165","0.8602224588394165","0.8602224588394165"
"2600","0.6396506428718567","0.6396506428718567","0.6396506428718567","0.867239236831665","0.867239236831665","0.867239236831665","0.6335415840148926","0.6335415840148926","0.6335415840148926","0.8657814264297485","0.8657814264297485","0.8657814264297485","0.6245901584625244","0.6245901584625244","0.6245901584625244","0.8568177223205566","0.8568177223205566","0.8568177223205566","0.6268214583396912","0.6268214583396912","0.6268214583396912","0.6278828978538513","0.6278828978538513","0.6278828978538513","0.8624937534332275","0.8624937534332275","0.8624937534332275","0.8637403249740601","0.8637403249740601","0.8637403249740601"
"2700","0.627210795879364","0.627210795879364","0.627210795879364","0.8580973148345947","0.8580973148345947","0.8580973148345947","0.6159698963165283","0.6159698963165283","0.6159698963165283","0.8577205538749695","0.8577205538749695","0.8577205538749695","0.6350916028022766","0.6350916028022766","0.6350916028022766","0.8593196272850037","0.8593196272850037","0.8593196272850037","0.627119243144989","0.627119243144989","0.627119243144989","0.6352807283401489","0.6352807283401489","0.6352807283401489","0.8584588766098022","0.8584588766098022","0.8584588766098022","0.8603245615959167","0.8603245615959167","0.8603245615959167"
"2800","0.6356937289237976","0.6356937289237976","0.6356937289237976","0.862139880657196","0.862139880657196","0.862139880657196","0.6284773945808411","0.6284773945808411","0.6284773945808411","0.8577852845191956","0.8577852845191956","0.8577852845191956","0.6387092471122742","0.6387092471122742","0.6387092471122742","0.8600265383720398","0.8600265383720398","0.8600265383720398","0.6327673196792603","0.6327673196792603","0.6327673196792603","0.6246054172515869","0.6246054172515869","0.6246054172515869","0.8593160510063171","0.8593160510063171","0.8593160510063171","0.8546884655952454","0.8546884655952454","0.8546884655952454"
"2900","0.6340849995613098","0.6340849995613098","0.6340849995613098","0.861265242099762","0.861265242099762","0.861265242099762","0.6319530606269836","0.6319530606269836","0.6319530606269836","0.8584651947021484","0.8584651947021484","0.8584651947021484","0.6340033411979675","0.6340033411979675","0.6340033411979675","0.8603891134262085","0.8603891134262085","0.8603891134262085","0.6262181997299194","0.6262181997299194","0.6262181997299194","0.6351823210716248","0.6351823210716248","0.6351823210716248","0.8567101955413818","0.8567101955413818","0.8567101955413818","0.8590096831321716","0.8590096831321716","0.8590096831321716"
"3000","0.6383163928985596","0.6383163928985596","0.6383163928985596","0.8589478135108948","0.8589478135108948","0.8589478135108948","0.6254855990409851","0.6254855990409851","0.6254855990409851","0.8628429174423218","0.8628429174423218","0.8628429174423218","0.6392078995704651","0.6392078995704651","0.6392078995704651","0.8586299419403076","0.8586299419403076","0.8586299419403076","0.6346490383148193","0.6346490383148193","0.6346490383148193","0.6312827467918396","0.6312827467918396","0.6312827467918396","0.8616662621498108","0.8616662621498108","0.8616662621498108","0.8657902479171753","0.8657902479171753","0.8657902479171753"
"3100","0.6316608190536499","0.6316608190536499","0.6316608190536499","0.8616313934326172","0.8616313934326172","0.8616313934326172","0.6299973130226135","0.6299973130226135","0.6299973130226135","0.8593937158584595","0.8593937158584595","0.8593937158584595","0.641002893447876","0.641002893447876","0.641002893447876","0.8636103272438049","0.8636103272438049","0.8636103272438049","0.636976957321167","0.636976957321167","0.636976957321167","0.6325662136077881","0.6325662136077881","0.6325662136077881","0.8576911687850952","0.8576911687850952","0.8576911687850952","0.8724556565284729","0.8724556565284729","0.8724556565284729"
"3200","0.6322252154350281","0.6322252154350281","0.6322252154350281","0.8617525696754456","0.8617525696754456","0.8617525696754456","0.6477881669998169","0.6477881669998169","0.6477881669998169","0.8593553304672241","0.8593553304672241","0.8593553304672241","0.6314496994018555","0.6314496994018555","0.6314496994018555","0.8641960620880127","0.8641960620880127","0.8641960620880127","0.6321988105773926","0.6321988105773926","0.6321988105773926","0.6387483477592468","0.6387483477592468","0.6387483477592468","0.8576599359512329","0.8576599359512329","0.8576599359512329","0.8604369163513184","0.8604369163513184","0.8604369163513184"
"3300","0.637469470500946","0.637469470500946","0.637469470500946","0.8695502281188965","0.8695502281188965","0.8695502281188965","0.6394193172454834","0.6394193172454834","0.6394193172454834","0.8642728924751282","0.8642728924751282","0.8642728924751282","0.6364450454711914","0.6364450454711914","0.6364450454711914","0.8588385581970215","0.8588385581970215","0.8588385581970215","0.6369946002960205","0.6369946002960205","0.6369946002960205","0.6425635814666748","0.6425635814666748","0.6425635814666748","0.8688361644744873","0.8688361644744873","0.8688361644744873","0.8636221885681152","0.8636221885681152","0.8636221885681152"
"3400","0.6430351138114929","0.6430351138114929","0.6430351138114929","0.8681368231773376","0.8681368231773376","0.8681368231773376","0.632482647895813","0.632482647895813","0.632482647895813","0.8582025170326233","0.8582025170326233","0.8582025170326233","0.635149359703064","0.635149359703064","0.635149359703064","0.8667264580726624","0.8667264580726624","0.8667264580726624","0.6324636340141296","0.6324636340141296","0.6324636340141296","0.6369763612747192","0.6369763612747192","0.6369763612747192","0.8656792640686035","0.8656792640686035","0.8656792640686035","0.8553842306137085","0.8553842306137085","0.8553842306137085"
"3500","0.6414255499839783","0.6414255499839783","0.6414255499839783","0.8648062944412231","0.8648062944412231","0.8648062944412231","0.6302699446678162","0.6302699446678162","0.6302699446678162","0.8631376624107361","0.8631376624107361","0.8631376624107361","0.6332693696022034","0.6332693696022034","0.6332693696022034","0.8635070323944092","0.8635070323944092","0.8635070323944092","0.6259403824806213","0.6259403824806213","0.6259403824806213","0.645415723323822","0.645415723323822","0.645415723323822","0.8574069738388062","0.8574069738388062","0.8574069738388062","0.862569272518158","0.862569272518158","0.862569272518158"
"3600","0.6398774981498718","0.6398774981498718","0.6398774981498718","0.8624641299247742","0.8624641299247742","0.8624641299247742","0.644279956817627","0.644279956817627","0.644279956817627","0.8683063387870789","0.8683063387870789","0.8683063387870789","0.6501361727714539","0.6501361727714539","0.6501361727714539","0.8707117438316345","0.8707117438316345","0.8707117438316345","0.6410794258117676","0.6410794258117676","0.6410794258117676","0.6311774253845215","0.6311774253845215","0.6311774253845215","0.8653045892715454","0.8653045892715454","0.8653045892715454","0.8628250360488892","0.8628250360488892","0.8628250360488892"
"3700","0.6377885341644287","0.6377885341644287","0.6377885341644287","0.8695622086524963","0.8695622086524963","0.8695622086524963","0.6495686173439026","0.6495686173439026","0.6495686173439026","0.8688054084777832","0.8688054084777832","0.8688054084777832","0.6466845870018005","0.6466845870018005","0.6466845870018005","0.8744081854820251","0.8744081854820251","0.8744081854820251","0.6397535800933838","0.6397535800933838","0.6397535800933838","0.6466988325119019","0.6466988325119019","0.6466988325119019","0.8694753050804138","0.8694753050804138","0.8694753050804138","0.8673362135887146","0.8673362135887146","0.8673362135887146"
"3800","0.6377594470977783","0.6377594470977783","0.6377594470977783","0.8648643493652344","0.8648643493652344","0.8648643493652344","0.6376897692680359","0.6376897692680359","0.6376897692680359","0.8601558208465576","0.8601558208465576","0.8601558208465576","0.6472854614257812","0.6472854614257812","0.6472854614257812","0.8677200078964233","0.8677200078964233","0.8677200078964233","0.6453921794891357","0.6453921794891357","0.6453921794891357","0.6408675909042358","0.6408675909042358","0.6408675909042358","0.8671422600746155","0.8671422600746155","0.8671422600746155","0.8614729046821594","0.8614729046821594","0.8614729046821594"
"3900","0.6517513394355774","0.6517513394355774","0.6517513394355774","0.8706115484237671","0.8706115484237671","0.8706115484237671","0.6433454751968384","0.6433454751968384","0.6433454751968384","0.8658527135848999","0.8658527135848999","0.8658527135848999","0.6491137742996216","0.6491137742996216","0.6491137742996216","0.8697288632392883","0.8697288632392883","0.8697288632392883","0.6347784399986267","0.6347784399986267","0.6347784399986267","0.6346311569213867","0.6346311569213867","0.6346311569213867","0.8649025559425354","0.8649025559425354","0.8649025559425354","0.8696241974830627","0.8696241974830627","0.8696241974830627"
"4000","0.641174852848053","0.641174852848053","0.641174852848053","0.8652305603027344","0.8652305603027344","0.8652305603027344","0.6334666609764099","0.6334666609764099","0.6334666609764099","0.8653244972229004","0.8653244972229004","0.8653244972229004","0.6456407904624939","0.6456407904624939","0.6456407904624939","0.8776098489761353","0.8776098489761353","0.8776098489761353","0.6384004354476929","0.6384004354476929","0.6384004354476929","0.6399751901626587","0.6399751901626587","0.6399751901626587","0.8621959090232849","0.8621959090232849","0.8621959090232849","0.8687350749969482","0.8687350749969482","0.8687350749969482"
"4100","0.6516990661621094","0.6516990661621094","0.6516990661621094","0.87314772605896","0.87314772605896","0.87314772605896","0.6431185007095337","0.6431185007095337","0.6431185007095337","0.8666240572929382","0.8666240572929382","0.8666240572929382","0.6520147919654846","0.6520147919654846","0.6520147919654846","0.8733344078063965","0.8733344078063965","0.8733344078063965","0.6421661376953125","0.6421661376953125","0.6421661376953125","0.6491246223449707","0.6491246223449707","0.6491246223449707","0.8667137622833252","0.8667137622833252","0.8667137622833252","0.869018018245697","0.869018018245697","0.869018018245697"
"4200","0.6457067131996155","0.6457067131996155","0.6457067131996155","0.8690875172615051","0.8690875172615051","0.8690875172615051","0.64705491065979","0.64705491065979","0.64705491065979","0.873349666595459","0.873349666595459","0.873349666595459","0.6454660296440125","0.6454660296440125","0.6454660296440125","0.8681465983390808","0.8681465983390808","0.8681465983390808","0.6454991102218628","0.6454991102218628","0.6454991102218628","0.6402878761291504","0.6402878761291504","0.6402878761291504","0.8722100853919983","0.8722100853919983","0.8722100853919983","0.8703744411468506","0.8703744411468506","0.8703744411468506"
"4300","0.6468117237091064","0.6468117237091064","0.6468117237091064","0.8698664903640747","0.8698664903640747","0.8698664903640747","0.6505340337753296","0.6505340337753296","0.6505340337753296","0.8707563281059265","0.8707563281059265","0.8707563281059265","0.6505922675132751","0.6505922675132751","0.6505922675132751","0.868807852268219","0.868807852268219","0.868807852268219","0.6375517249107361","0.6375517249107361","0.6375517249107361","0.6405864953994751","0.6405864953994751","0.6405864953994751","0.8715841174125671","0.8715841174125671","0.8715841174125671","0.8626604676246643","0.8626604676246643","0.8626604676246643"
"4400","0.6405336856842041","0.6405336856842041","0.6405336856842041","0.87394118309021","0.87394118309021","0.87394118309021","0.6479935646057129","0.6479935646057129","0.6479935646057129","0.8700820207595825","0.8700820207595825","0.8700820207595825","0.651721179485321","0.651721179485321","0.651721179485321","0.869822084903717","0.869822084903717","0.869822084903717","0.654762327671051","0.654762327671051","0.654762327671051","0.6523625254631042","0.6523625254631042","0.6523625254631042","0.8688210844993591","0.8688210844993591","0.8688210844993591","0.8716769218444824","0.8716769218444824","0.8716769218444824"
"4500","0.6474936604499817","0.6474936604499817","0.6474936604499817","0.8697539567947388","0.8697539567947388","0.8697539567947388","0.6553332805633545","0.6553332805633545","0.6553332805633545","0.8669674396514893","0.8669674396514893","0.8669674396514893","0.6506156921386719","0.6506156921386719","0.6506156921386719","0.8751572966575623","0.8751572966575623","0.8751572966575623","0.6504769921302795","0.6504769921302795","0.6504769921302795","0.6434999108314514","0.6434999108314514","0.6434999108314514","0.8677673935890198","0.8677673935890198","0.8677673935890198","0.8695923686027527","0.8695923686027527","0.8695923686027527"
