"Step","biogrid_exp_match_seed314 - train/avg_neg","biogrid_exp_match_seed314 - train/avg_neg__MIN","biogrid_exp_match_seed314 - train/avg_neg__MAX","biogrid_exp_nomatch_seed314 - train/avg_neg","biogrid_exp_nomatch_seed314 - train/avg_neg__MIN","biogrid_exp_nomatch_seed314 - train/avg_neg__MAX","biogrid_exp_match_seed550 - train/avg_neg","biogrid_exp_match_seed550 - train/avg_neg__MIN","biogrid_exp_match_seed550 - train/avg_neg__MAX","biogrid_exp_nomatch_seed550 - train/avg_neg","biogrid_exp_nomatch_seed550 - train/avg_neg__MIN","biogrid_exp_nomatch_seed550 - train/avg_neg__MAX","biogrid_exp_match_seed576 - train/avg_neg","biogrid_exp_match_seed576 - train/avg_neg__MIN","biogrid_exp_match_seed576 - train/avg_neg__MAX","biogrid_exp_nomatch_seed576 - train/avg_neg","biogrid_exp_nomatch_seed576 - train/avg_neg__MIN","biogrid_exp_nomatch_seed576 - train/avg_neg__MAX","biogrid_exp_match_seed842 - train/avg_neg","biogrid_exp_match_seed842 - train/avg_neg__MIN","biogrid_exp_match_seed842 - train/avg_neg__MAX","biogrid_exp_match_seed669 - train/avg_neg","biogrid_exp_match_seed669 - train/avg_neg__MIN","biogrid_exp_match_seed669 - train/avg_neg__MAX","biogrid_exp_nomatch_seed842 - train/avg_neg","biogrid_exp_nomatch_seed842 - train/avg_neg__MIN","biogrid_exp_nomatch_seed842 - train/avg_neg__MAX","biogrid_exp_nomatch_seed669 - train/avg_neg","biogrid_exp_nomatch_seed669 - train/avg_neg__MIN","biogrid_exp_nomatch_seed669 - train/avg_neg__MAX"
"1100","0.5106588006019592","0.5106588006019592","0.5106588006019592","0.4998154938220978","0.4998154938220978","0.4998154938220978","0.5072107911109924","0.5072107911109924","0.5072107911109924","0.500510573387146","0.500510573387146","0.500510573387146","0.5113785266876221","0.5113785266876221","0.5113785266876221","0.5040805339813232","0.5040805339813232","0.5040805339813232","0.5066730380058289","0.5066730380058289","0.5066730380058289","0.510919988155365","0.510919988155365","0.510919988155365","0.502973735332489","0.502973735332489","0.502973735332489","0.5040783286094666","0.5040783286094666","0.5040783286094666"
"1200","0.5073407292366028","0.5073407292366028","0.5073407292366028","0.5013474225997925","0.5013474225997925","0.5013474225997925","0.508617103099823","0.508617103099823","0.508617103099823","0.5016671419143677","0.5016671419143677","0.5016671419143677","0.5094945430755615","0.5094945430755615","0.5094945430755615","0.5031514167785645","0.5031514167785645","0.5031514167785645","0.5009056329727173","0.5009056329727173","0.5009056329727173","0.5082546472549438","0.5082546472549438","0.5082546472549438","0.499725878238678","0.499725878238678","0.499725878238678","0.4997859299182892","0.4997859299182892","0.4997859299182892"
"1300","0.5087447166442871","0.5087447166442871","0.5087447166442871","0.49945032596588135","0.49945032596588135","0.49945032596588135","0.5073476433753967","0.5073476433753967","0.5073476433753967","0.49988090991973877","0.49988090991973877","0.49988090991973877","0.5075459480285645","0.5075459480285645","0.5075459480285645","0.49873068928718567","0.49873068928718567","0.49873068928718567","0.5113884210586548","0.5113884210586548","0.5113884210586548","0.509097695350647","0.509097695350647","0.509097695350647","0.5020385384559631","0.5020385384559631","0.5020385384559631","0.5018181204795837","0.5018181204795837","0.5018181204795837"
"1400","0.5064546465873718","0.5064546465873718","0.5064546465873718","0.498627245426178","0.498627245426178","0.498627245426178","0.5078216791152954","0.5078216791152954","0.5078216791152954","0.5011356472969055","0.5011356472969055","0.5011356472969055","0.5016365647315979","0.5016365647315979","0.5016365647315979","0.5009554028511047","0.5009554028511047","0.5009554028511047","0.5095951557159424","0.5095951557159424","0.5095951557159424","0.5120140314102173","0.5120140314102173","0.5120140314102173","0.500462532043457","0.500462532043457","0.500462532043457","0.5005823373794556","0.5005823373794556","0.5005823373794556"
"1500","0.5143983364105225","0.5143983364105225","0.5143983364105225","0.500386655330658","0.500386655330658","0.500386655330658","0.5074276924133301","0.5074276924133301","0.5074276924133301","0.49903178215026855","0.49903178215026855","0.49903178215026855","0.5072605013847351","0.5072605013847351","0.5072605013847351","0.5012574791908264","0.5012574791908264","0.5012574791908264","0.5096385478973389","0.5096385478973389","0.5096385478973389","0.5095429420471191","0.5095429420471191","0.5095429420471191","0.4992082715034485","0.4992082715034485","0.4992082715034485","0.5020284056663513","0.5020284056663513","0.5020284056663513"
"1600","0.5044125914573669","0.5044125914573669","0.5044125914573669","0.4989144504070282","0.4989144504070282","0.4989144504070282","0.5074518918991089","0.5074518918991089","0.5074518918991089","0.4985051453113556","0.4985051453113556","0.4985051453113556","0.5064867734909058","0.5064867734909058","0.5064867734909058","0.49909183382987976","0.49909183382987976","0.49909183382987976","0.5075241327285767","0.5075241327285767","0.5075241327285767","0.5086305141448975","0.5086305141448975","0.5086305141448975","0.49831974506378174","0.49831974506378174","0.49831974506378174","0.49909186363220215","0.49909186363220215","0.49909186363220215"
"1700","0.510139524936676","0.510139524936676","0.510139524936676","0.5009792447090149","0.5009792447090149","0.5009792447090149","0.5068641901016235","0.5068641901016235","0.5068641901016235","0.501179575920105","0.501179575920105","0.501179575920105","0.5050769448280334","0.5050769448280334","0.5050769448280334","0.49884989857673645","0.49884989857673645","0.49884989857673645","0.5129530429840088","0.5129530429840088","0.5129530429840088","0.505967378616333","0.505967378616333","0.505967378616333","0.5013396739959717","0.5013396739959717","0.5013396739959717","0.4986560344696045","0.4986560344696045","0.4986560344696045"
"1800","0.5067785382270813","0.5067785382270813","0.5067785382270813","0.4996265470981598","0.4996265470981598","0.4996265470981598","0.5070916414260864","0.5070916414260864","0.5070916414260864","0.4989564120769501","0.4989564120769501","0.4989564120769501","0.5092759132385254","0.5092759132385254","0.5092759132385254","0.5009877681732178","0.5009877681732178","0.5009877681732178","0.5046388506889343","0.5046388506889343","0.5046388506889343","0.5065181255340576","0.5065181255340576","0.5065181255340576","0.49794861674308777","0.49794861674308777","0.49794861674308777","0.4981612265110016","0.4981612265110016","0.4981612265110016"
"1900","0.5064564347267151","0.5064564347267151","0.5064564347267151","0.49739277362823486","0.49739277362823486","0.49739277362823486","0.5054426193237305","0.5054426193237305","0.5054426193237305","0.4989413321018219","0.4989413321018219","0.4989413321018219","0.5082972049713135","0.5082972049713135","0.5082972049713135","0.49997931718826294","0.49997931718826294","0.49997931718826294","0.5120136737823486","0.5120136737823486","0.5120136737823486","0.5051581859588623","0.5051581859588623","0.5051581859588623","0.5020141005516052","0.5020141005516052","0.5020141005516052","0.49804607033729553","0.49804607033729553","0.49804607033729553"
"2000","0.5099875926971436","0.5099875926971436","0.5099875926971436","0.49897170066833496","0.49897170066833496","0.49897170066833496","0.5086974501609802","0.5086974501609802","0.5086974501609802","0.49918708205223083","0.49918708205223083","0.49918708205223083","0.5084813833236694","0.5084813833236694","0.5084813833236694","0.4978382885456085","0.4978382885456085","0.4978382885456085","0.5133468508720398","0.5133468508720398","0.5133468508720398","0.5097604990005493","0.5097604990005493","0.5097604990005493","0.4993935823440552","0.4993935823440552","0.4993935823440552","0.4987715184688568","0.4987715184688568","0.4987715184688568"
"2100","0.5126125812530518","0.5126125812530518","0.5126125812530518","0.49856674671173096","0.49856674671173096","0.49856674671173096","0.5070772767066956","0.5070772767066956","0.5070772767066956","0.4979833662509918","0.4979833662509918","0.4979833662509918","0.5062599778175354","0.5062599778175354","0.5062599778175354","0.49639827013015747","0.49639827013015747","0.49639827013015747","0.5076197981834412","0.5076197981834412","0.5076197981834412","0.5074657201766968","0.5074657201766968","0.5074657201766968","0.49675217270851135","0.49675217270851135","0.49675217270851135","0.4982973337173462","0.4982973337173462","0.4982973337173462"
"2200","0.5110958218574524","0.5110958218574524","0.5110958218574524","0.49838367104530334","0.49838367104530334","0.49838367104530334","0.5107988119125366","0.5107988119125366","0.5107988119125366","0.49766290187835693","0.49766290187835693","0.49766290187835693","0.510221004486084","0.510221004486084","0.510221004486084","0.49974876642227173","0.49974876642227173","0.49974876642227173","0.5077080726623535","0.5077080726623535","0.5077080726623535","0.5103147029876709","0.5103147029876709","0.5103147029876709","0.4980979561805725","0.4980979561805725","0.4980979561805725","0.4973941445350647","0.4973941445350647","0.4973941445350647"
"2300","0.507969319820404","0.507969319820404","0.507969319820404","0.5006899833679199","0.5006899833679199","0.5006899833679199","0.5057008266448975","0.5057008266448975","0.5057008266448975","0.49818143248558044","0.49818143248558044","0.49818143248558044","0.5055181384086609","0.5055181384086609","0.5055181384086609","0.49804916977882385","0.49804916977882385","0.49804916977882385","0.5097787976264954","0.5097787976264954","0.5097787976264954","0.5055607557296753","0.5055607557296753","0.5055607557296753","0.4994308352470398","0.4994308352470398","0.4994308352470398","0.4994039237499237","0.4994039237499237","0.4994039237499237"
"2400","0.5071513652801514","0.5071513652801514","0.5071513652801514","0.4986266791820526","0.4986266791820526","0.4986266791820526","0.5091631412506104","0.5091631412506104","0.5091631412506104","0.5001922845840454","0.5001922845840454","0.5001922845840454","0.50908362865448","0.50908362865448","0.50908362865448","0.49606484174728394","0.49606484174728394","0.49606484174728394","0.5050660371780396","0.5050660371780396","0.5050660371780396","0.5025644898414612","0.5025644898414612","0.5025644898414612","0.49689778685569763","0.49689778685569763","0.49689778685569763","0.49770283699035645","0.49770283699035645","0.49770283699035645"
"2500","0.505343496799469","0.505343496799469","0.505343496799469","0.494400292634964","0.494400292634964","0.494400292634964","0.5098118782043457","0.5098118782043457","0.5098118782043457","0.49678942561149597","0.49678942561149597","0.49678942561149597","0.5059736371040344","0.5059736371040344","0.5059736371040344","0.5009236931800842","0.5009236931800842","0.5009236931800842","0.5086238384246826","0.5086238384246826","0.5086238384246826","0.5073906779289246","0.5073906779289246","0.5073906779289246","0.4974803626537323","0.4974803626537323","0.4974803626537323","0.4967666566371918","0.4967666566371918","0.4967666566371918"
"2600","0.5109313726425171","0.5109313726425171","0.5109313726425171","0.4961085021495819","0.4961085021495819","0.4961085021495819","0.5121524930000305","0.5121524930000305","0.5121524930000305","0.4986382722854614","0.4986382722854614","0.4986382722854614","0.5083046555519104","0.5083046555519104","0.5083046555519104","0.4998823404312134","0.4998823404312134","0.4998823404312134","0.5051929354667664","0.5051929354667664","0.5051929354667664","0.5039122700691223","0.5039122700691223","0.5039122700691223","0.4974622428417206","0.4974622428417206","0.4974622428417206","0.49933743476867676","0.49933743476867676","0.49933743476867676"
"2700","0.5094955563545227","0.5094955563545227","0.5094955563545227","0.49841004610061646","0.49841004610061646","0.49841004610061646","0.5060239434242249","0.5060239434242249","0.5060239434242249","0.49508750438690186","0.49508750438690186","0.49508750438690186","0.511476457118988","0.511476457118988","0.511476457118988","0.49633634090423584","0.49633634090423584","0.49633634090423584","0.5071388483047485","0.5071388483047485","0.5071388483047485","0.5090557932853699","0.5090557932853699","0.5090557932853699","0.49749132990837097","0.49749132990837097","0.49749132990837097","0.4942449927330017","0.4942449927330017","0.4942449927330017"
"2800","0.5087462067604065","0.5087462067604065","0.5087462067604065","0.49774158000946045","0.49774158000946045","0.49774158000946045","0.5082424283027649","0.5082424283027649","0.5082424283027649","0.5001742243766785","0.5001742243766785","0.5001742243766785","0.5148794054985046","0.5148794054985046","0.5148794054985046","0.4983452558517456","0.4983452558517456","0.4983452558517456","0.5086915493011475","0.5086915493011475","0.5086915493011475","0.5038670897483826","0.5038670897483826","0.5038670897483826","0.4973929524421692","0.4973929524421692","0.4973929524421692","0.4987453818321228","0.4987453818321228","0.4987453818321228"
"2900","0.5097677707672119","0.5097677707672119","0.5097677707672119","0.5007283687591553","0.5007283687591553","0.5007283687591553","0.5078765749931335","0.5078765749931335","0.5078765749931335","0.4979787766933441","0.4979787766933441","0.4979787766933441","0.5133025050163269","0.5133025050163269","0.5133025050163269","0.49921509623527527","0.49921509623527527","0.49921509623527527","0.5026013255119324","0.5026013255119324","0.5026013255119324","0.5071150660514832","0.5071150660514832","0.5071150660514832","0.49601900577545166","0.49601900577545166","0.49601900577545166","0.4998401403427124","0.4998401403427124","0.4998401403427124"
"3000","0.507987380027771","0.507987380027771","0.507987380027771","0.4982081353664398","0.4982081353664398","0.4982081353664398","0.5047486424446106","0.5047486424446106","0.5047486424446106","0.5004947185516357","0.5004947185516357","0.5004947185516357","0.5101931095123291","0.5101931095123291","0.5101931095123291","0.49758240580558777","0.49758240580558777","0.49758240580558777","0.5090857148170471","0.5090857148170471","0.5090857148170471","0.5079951882362366","0.5079951882362366","0.5079951882362366","0.4950312077999115","0.4950312077999115","0.4950312077999115","0.4979589879512787","0.4979589879512787","0.4979589879512787"
"3100","0.504794716835022","0.504794716835022","0.504794716835022","0.4973069131374359","0.4973069131374359","0.4973069131374359","0.5082369446754456","0.5082369446754456","0.5082369446754456","0.49501410126686096","0.49501410126686096","0.49501410126686096","0.5093666315078735","0.5093666315078735","0.5093666315078735","0.4967740774154663","0.4967740774154663","0.4967740774154663","0.5071743726730347","0.5071743726730347","0.5071743726730347","0.5049364566802979","0.5049364566802979","0.5049364566802979","0.4966737627983093","0.4966737627983093","0.4966737627983093","0.49383801221847534","0.49383801221847534","0.49383801221847534"
"3200","0.5106908082962036","0.5106908082962036","0.5106908082962036","0.49680638313293457","0.49680638313293457","0.49680638313293457","0.5107429027557373","0.5107429027557373","0.5107429027557373","0.498634934425354","0.498634934425354","0.498634934425354","0.508201539516449","0.508201539516449","0.508201539516449","0.498037189245224","0.498037189245224","0.498037189245224","0.513206422328949","0.513206422328949","0.513206422328949","0.5108141303062439","0.5108141303062439","0.5108141303062439","0.4989663064479828","0.4989663064479828","0.4989663064479828","0.49736014008522034","0.49736014008522034","0.49736014008522034"
"3300","0.5081716775894165","0.5081716775894165","0.5081716775894165","0.4943317174911499","0.4943317174911499","0.4943317174911499","0.5066145062446594","0.5066145062446594","0.5066145062446594","0.49581676721572876","0.49581676721572876","0.49581676721572876","0.507825493812561","0.507825493812561","0.507825493812561","0.49768513441085815","0.49768513441085815","0.49768513441085815","0.5069944858551025","0.5069944858551025","0.5069944858551025","0.5092301368713379","0.5092301368713379","0.5092301368713379","0.4975399076938629","0.4975399076938629","0.4975399076938629","0.4967667758464813","0.4967667758464813","0.4967667758464813"
"3400","0.5111933946609497","0.5111933946609497","0.5111933946609497","0.49637821316719055","0.49637821316719055","0.49637821316719055","0.5070920586585999","0.5070920586585999","0.5070920586585999","0.4991258382797241","0.4991258382797241","0.4991258382797241","0.5059210062026978","0.5059210062026978","0.5059210062026978","0.49712783098220825","0.49712783098220825","0.49712783098220825","0.5035905241966248","0.5035905241966248","0.5035905241966248","0.5069608092308044","0.5069608092308044","0.5069608092308044","0.49721089005470276","0.49721089005470276","0.49721089005470276","0.4950997829437256","0.4950997829437256","0.4950997829437256"
"3500","0.5094795823097229","0.5094795823097229","0.5094795823097229","0.49817246198654175","0.49817246198654175","0.49817246198654175","0.5049991607666016","0.5049991607666016","0.5049991607666016","0.49594393372535706","0.49594393372535706","0.49594393372535706","0.5093213319778442","0.5093213319778442","0.5093213319778442","0.49754878878593445","0.49754878878593445","0.49754878878593445","0.503283679485321","0.503283679485321","0.503283679485321","0.5082229375839233","0.5082229375839233","0.5082229375839233","0.49739566445350647","0.49739566445350647","0.49739566445350647","0.4982894957065582","0.4982894957065582","0.4982894957065582"
"3600","0.5082257986068726","0.5082257986068726","0.5082257986068726","0.49761226773262024","0.49761226773262024","0.49761226773262024","0.5069003105163574","0.5069003105163574","0.5069003105163574","0.4960242211818695","0.4960242211818695","0.4960242211818695","0.5066283345222473","0.5066283345222473","0.5066283345222473","0.49553894996643066","0.49553894996643066","0.49553894996643066","0.5102596879005432","0.5102596879005432","0.5102596879005432","0.5061615705490112","0.5061615705490112","0.5061615705490112","0.4960922300815582","0.4960922300815582","0.4960922300815582","0.4989561438560486","0.4989561438560486","0.4989561438560486"
"3700","0.5099197030067444","0.5099197030067444","0.5099197030067444","0.4956459105014801","0.4956459105014801","0.4956459105014801","0.5045509934425354","0.5045509934425354","0.5045509934425354","0.49648433923721313","0.49648433923721313","0.49648433923721313","0.5057318806648254","0.5057318806648254","0.5057318806648254","0.4941260814666748","0.4941260814666748","0.4941260814666748","0.5105466246604919","0.5105466246604919","0.5105466246604919","0.5081434845924377","0.5081434845924377","0.5081434845924377","0.49730032682418823","0.49730032682418823","0.49730032682418823","0.49513816833496094","0.49513816833496094","0.49513816833496094"
"3800","0.5084964632987976","0.5084964632987976","0.5084964632987976","0.49881240725517273","0.49881240725517273","0.49881240725517273","0.5081460475921631","0.5081460475921631","0.5081460475921631","0.49734365940093994","0.49734365940093994","0.49734365940093994","0.5097935199737549","0.5097935199737549","0.5097935199737549","0.496992826461792","0.496992826461792","0.496992826461792","0.5034998059272766","0.5034998059272766","0.5034998059272766","0.5112345218658447","0.5112345218658447","0.5112345218658447","0.49640437960624695","0.49640437960624695","0.49640437960624695","0.49469077587127686","0.49469077587127686","0.49469077587127686"
"3900","0.5080419778823853","0.5080419778823853","0.5080419778823853","0.49598151445388794","0.49598151445388794","0.49598151445388794","0.5016269087791443","0.5016269087791443","0.5016269087791443","0.4949636161327362","0.4949636161327362","0.4949636161327362","0.505480170249939","0.505480170249939","0.505480170249939","0.4947993755340576","0.4947993755340576","0.4947993755340576","0.5105515122413635","0.5105515122413635","0.5105515122413635","0.5024136900901794","0.5024136900901794","0.5024136900901794","0.4966498911380768","0.4966498911380768","0.4966498911380768","0.49554985761642456","0.49554985761642456","0.49554985761642456"
"4000","0.504942774772644","0.504942774772644","0.504942774772644","0.4979204833507538","0.4979204833507538","0.4979204833507538","0.5051277875900269","0.5051277875900269","0.5051277875900269","0.49487918615341187","0.49487918615341187","0.49487918615341187","0.5078926682472229","0.5078926682472229","0.5078926682472229","0.4949173033237457","0.4949173033237457","0.4949173033237457","0.5067293643951416","0.5067293643951416","0.5067293643951416","0.5069984197616577","0.5069984197616577","0.5069984197616577","0.49511900544166565","0.49511900544166565","0.49511900544166565","0.49752748012542725","0.49752748012542725","0.49752748012542725"
"4100","0.5118229389190674","0.5118229389190674","0.5118229389190674","0.49652421474456787","0.49652421474456787","0.49652421474456787","0.5042008757591248","0.5042008757591248","0.5042008757591248","0.4954996407032013","0.4954996407032013","0.4954996407032013","0.5095929503440857","0.5095929503440857","0.5095929503440857","0.4949999749660492","0.4949999749660492","0.4949999749660492","0.5065154433250427","0.5065154433250427","0.5065154433250427","0.5096293091773987","0.5096293091773987","0.5096293091773987","0.49634334444999695","0.49634334444999695","0.49634334444999695","0.4955993592739105","0.4955993592739105","0.4955993592739105"
"4200","0.5075523853302002","0.5075523853302002","0.5075523853302002","0.4979640543460846","0.4979640543460846","0.4979640543460846","0.5078017711639404","0.5078017711639404","0.5078017711639404","0.4967648983001709","0.4967648983001709","0.4967648983001709","0.5098553895950317","0.5098553895950317","0.5098553895950317","0.4946754574775696","0.4946754574775696","0.4946754574775696","0.5100484490394592","0.5100484490394592","0.5100484490394592","0.505905270576477","0.505905270576477","0.505905270576477","0.4940049350261688","0.4940049350261688","0.4940049350261688","0.4981337785720825","0.4981337785720825","0.4981337785720825"
"4300","0.5079565644264221","0.5079565644264221","0.5079565644264221","0.49698635935783386","0.49698635935783386","0.49698635935783386","0.507109522819519","0.507109522819519","0.507109522819519","0.4956739842891693","0.4956739842891693","0.4956739842891693","0.5075544714927673","0.5075544714927673","0.5075544714927673","0.49548226594924927","0.49548226594924927","0.49548226594924927","0.5034880638122559","0.5034880638122559","0.5034880638122559","0.5081202983856201","0.5081202983856201","0.5081202983856201","0.49626633524894714","0.49626633524894714","0.49626633524894714","0.49527615308761597","0.49527615308761597","0.49527615308761597"
"4400","0.5016660094261169","0.5016660094261169","0.5016660094261169","0.49474093317985535","0.49474093317985535","0.49474093317985535","0.5073912739753723","0.5073912739753723","0.5073912739753723","0.4956325590610504","0.4956325590610504","0.4956325590610504","0.506277322769165","0.506277322769165","0.506277322769165","0.49757546186447144","0.49757546186447144","0.49757546186447144","0.5065668225288391","0.5065668225288391","0.5065668225288391","0.5068694353103638","0.5068694353103638","0.5068694353103638","0.496372252702713","0.496372252702713","0.496372252702713","0.4957501292228699","0.4957501292228699","0.4957501292228699"
"4500","0.5093095898628235","0.5093095898628235","0.5093095898628235","0.49485453963279724","0.49485453963279724","0.49485453963279724","0.5096251964569092","0.5096251964569092","0.5096251964569092","0.49580180644989014","0.49580180644989014","0.49580180644989014","0.5103387236595154","0.5103387236595154","0.5103387236595154","0.4958729147911072","0.4958729147911072","0.4958729147911072","0.5062066912651062","0.5062066912651062","0.5062066912651062","0.5073144435882568","0.5073144435882568","0.5073144435882568","0.4959072768688202","0.4959072768688202","0.4959072768688202","0.4949576258659363","0.4949576258659363","0.4949576258659363"
